20140630	0.193329	500	0	0	0	0	4346	0	509330
20140630	0.2059	500	4350	276	4349	9	4350	1220	509248	4066	4073	4031	4057	4063	4064	4046	4053	4611	4089
20140630	0.21	500	4349	81	4348	58	4349	1538	509454
20140630	0.210001	0	4348	32	4347	135	4348	2228	509742
20140630	0.210001	500	4347	389	4346	159	4346	2816	509688
20140630	0.210002	0	4347	315	4346	96	4346	3154	509790
20140630	0.210002	500	4347	268	4346	36	4346	3374	509886
20140630	0.210003	0	4347	255	4346	83	4347	3474	509940
20140630	0.210003	500	4348	50	4346	247	4347	4050	509590
20140630	0.210004	0	4348	62	4347	54	4347	4142	509568
20140630	0.210004	500	4348	40	4347	200	4348	4224	509610
20140630	0.210005	0	4349	95	4348	301	4348	4344	509644
20140630	0.210005	500	4349	47	4348	410	4349	4434	509636
20140630	0.210006	0	4350	343	4349	78	4350	4564	509640
20140630	0.210006	500	4350	352	4349	184	4350	4600	509644
20140630	0.210007	0	4350	259	4349	209	4350	4856	509690
20140630	0.210007	500	4350	137	4349	208	4350	5128	509756
20140630	0.210008	0	4350	33	4349	156	4350	5360	509812
20140630	0.210008	500	4351	73	4350	216	4350	5446	509848
20140630	0.210009	0	4351	53	4350	265	4350	5524	509850
20140630	0.210009	500	4351	137	4350	387	4350	5554	509856
20140630	0.21001	0	4351	129	4350	381	4351	5602	509854
20140630	0.21001	500	4351	54	4350	388	4350	5840	509916
20140630	0.210011	0	4351	1	4350	384	4351	5978	509976
20140630	0.210011	500	4352	387	4351	185	4351	6092	509870
20140630	0.210012	0	4352	350	4351	234	4352	6198	509842
20140630	0.210012	500	4352	324	4351	272	4352	6240	509842
20140630	0.210013	0	4352	281	4351	255	4352	6372	509766
20140630	0.210013	500	4352	135	4351	355	4351	6684	509772
20140630	0.210014	0	4352	30	4351	357	4352	6904	509826
20140630	0.210014	500	4353	300	4352	229	4352	6974	509874
20140630	0.210015	0	4353	176	4352	228	4353	7256	509788
20140630	0.210015	500	4353	107	4352	192	4353	7500	509792
20140630	0.210016	0	4353	129	4352	111	4352	7824	510056
20140630	0.210016	500	4353	150	4352	104	4353	8032	510130
20140630	0.210017	0	4352	2	4351	378	4352	8432	510008
20140630	0.210017	500	4353	140	4352	48	4352	8504	510070
20140630	0.210018	0	4353	98	4352	40	4353	8604	510084
20140630	0.210018	500	4353	103	4352	145	4352	8656	510122
20140630	0.210019	0	4353	51	4352	149	4352	8796	510118
20140630	0.210019	500	4353	55	4352	167	4353	8808	510128
20140630	0.21002	0	4353	74	4352	123	4353	9014	510186
20140630	0.21002	500	4353	74	4352	117	4352	9056	510202
20140630	0.210021	0	4354	83	4353	86	4354	9486	510488
20140630	0.210021	500	4354	23	4353	2	4353	9818	510424
20140630	0.210022	0	4354	48	4353	120	4354	9842	510436
20140630	0.210022	500	4354	57	4353	81	4353	9978	510490
20140630	0.210023	0	4354	74	4353	187	4354	10070	510550
20140630	0.210023	500	4354	52	4353	241	4354	10172	510572
20140630	0.210024	0	4354	23	4353	236	4354	10280	510578
20140630	0.210024	500	4354	10	4353	237	4354	10350	510602
20140630	0.210025	0	4355	1236	4354	46	4354	10386	510622
20140630	0.210025	500	4355	1235	4354	119	4354	10518	510658
20140630	0.210026	0	4354	29	4353	251	4354	11114	510922
20140630	0.210026	500	4354	235	4353	237	4353	11178	510920
20140630	0.210027	0	4354	334	4353	239	4354	11212	510940
20140630	0.210027	500	4354	301	4353	30	4354	11698	510950
20140630	0.210028	0	4354	281	4353	2	4354	11860	511044
20140630	0.210028	500	4354	319	4353	22	4353	11932	511026
20140630	0.210029	0	4354	302	4353	101	4354	11982	511042
20140630	0.210029	500	4354	259	4353	123	4354	12080	511110
20140630	0.21003	0	4354	248	4353	128	4354	12126	511140
20140630	0.21003	500	4354	245	4353	117	4353	12174	511162
20140630	0.210031	0	4354	187	4353	113	4353	12298	511212
20140630	0.210031	500	4354	177	4353	54	4354	12598	511278
20140630	0.210032	0	4354	175	4353	106	4354	12654	511282
20140630	0.210032	500	4354	229	4353	110	4354	12688	511284
20140630	0.210033	0	4354	202	4353	151	4354	12720	511278
20140630	0.210033	500	4354	205	4353	98	4353	12866	511262
20140630	0.210034	0	4354	221	4353	102	4353	12876	511260
